Player,Team,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Opponent
BA Carse ,England,2,1,1,31,31*,-,21,147.61,0,0,0,2,2,West Indies
KU Carty ,West Indies,3,3,0,31,16,10.33,59,52.54,0,0,0,2,0,New Zealand
JP Duminy ,South Africa,3,1,1,31,31*,-,21,147.61,0,0,0,4,1,Sri Lanka
AR Patel ,India,2,2,1,31,29*,31.00,33,93.93,0,0,0,1,2,Australia
KMA Paul ,West Indies,2,2,1,31,25*,31.00,34,91.17,0,0,0,5,0,Bangladesh
AK Perera ,Sri Lanka,1,1,0,31,31,31.00,37,83.78,0,0,0,3,0,South Africa
D Pretorius ,South Africa,3,1,0,31,31,31.00,26,119.23,0,0,0,2,1,Sri Lanka
AU Rashid ,England,4,3,1,31,16,15.50,25,124.00,0,0,1,1,1,New Zealand
Sarfaraz Ahmed ,Pakistan,2,2,0,31,23,15.50,45,68.88,0,0,0,1,0,Sri Lanka
Saud Shakeel ,Pakistan,1,1,0,31,31,31.00,30,103.33,0,0,0,2,0,Sri Lanka
MD Shanaka ,Sri Lanka,2,2,0,31,31,15.50,37,83.78,0,0,1,2,2,New Zealand
Abdullah Shafique ,Pakistan,3,3,0,30,19,10.00,46,65.21,0,0,0,1,1,New Zealand
HC Brook ,England,1,1,0,30,30,30.00,17,176.47,0,0,0,2,2,Pakistan
DM de Silva ,Sri Lanka,2,2,0,30,25,15.00,41,73.17,0,0,0,3,0,Pakistan
Ishan Kishan ,India,3,3,1,30,17,15.00,47,63.82,0,0,0,3,1,New Zealand
AK Markram ,South Africa,2,2,0,30,25,15.00,36,83.33,0,0,0,4,1,West Indies
Mohammad Nawaz ,3) ,6,4,2,30,11*,15.00,33,90.90,0,0,0,2,1,New Zealand
SN Thakur ,India,3,2,1,30,30,30.00,21,142.85,0,0,0,1,3,England
DM Bravo ,West Indies,4,4,1,29,19,9.66,35,82.85,0,0,0,1,2,Bangladesh
SO Hetmyer ,West Indies,1,1,0,29,29,29.00,38,76.31,0,0,0,2,0,Sri Lanka
RA Jadeja ,India,1,1,1,29,29*,-,15,193.33,0,0,0,3,1,South Africa
KA Jamieson ,New Zealand,3,2,0,29,15,14.50,43,67.44,0,0,0,1,0,England
Mahedi Hasan ,Bangladesh,1,1,1,29,29*,-,23,126.08,0,0,0,3,0,India
Najmul Hossain Shanto ,Bangladesh,3,3,0,29,21,9.66,53,54.71,0,0,1,3,0,India
JA Richardson ,Australia,3,2,1,29,29,29.00,21,138.09,0,0,0,3,0,India
DJ Willey ,England,4,2,0,29,15,14.50,16,181.25,0,0,0,2,2,Pakistan
A Zampa ,Australia,5,3,1,29,16,14.50,37,78.37,0,0,1,3,0,New Zealand
RD Gaikwad ,India,3,3,0,28,19,9.33,54,51.85,0,0,0,3,0,South Africa
AM Hardie ,Australia,3,2,0,28,26,14.00,41,68.29,0,0,0,3,0,West Indies
M Jansen ,South Africa,3,2,0,28,14,14.00,49,57.14,0,0,0,2,1,India
H Klaasen ,South Africa,4,4,0,28,12,7.00,52,53.84,0,0,0,2,1,Pakistan
BR McDermott ,Australia,2,2,0,28,28,14.00,50,56.00,0,0,1,2,0,West Indies
DJ Malan ,England,1,1,0,28,28,28.00,25,112.00,0,0,0,6,0,Sri Lanka
CE McConchie ,New Zealand,3,2,1,28,20,28.00,43,65.11,0,0,0,3,0,Bangladesh
Mohammad Hasnain ,Pakistan,2,1,0,28,28,28.00,17,164.70,0,0,0,4,1,England
Mohammad Nawaz ,3) ,2,2,0,28,24,14.00,34,82.35,0,0,0,1,2,South Africa
Nasum Ahmed ,Bangladesh,3,2,0,28,21,14.00,49,57.14,0,0,0,2,2,New Zealand
K Rabada ,South Africa,6,4,2,28,17*,14.00,35,80.00,0,0,0,0,3,Australia
Shadab Khan ,Pakistan,4,3,1,28,20*,14.00,29,96.55,0,0,0,1,0,India
Rehan Ahmed ,England,3,2,0,27,15,13.50,31,87.09,0,0,0,2,1,West Indies
SS Cottrell ,West Indies,6,3,1,27,17,13.50,29,93.10,0,0,0,3,2,India
MJ Guptill ,New Zealand,2,2,0,27,19,13.50,34,79.41,0,0,0,3,1,England
Iftikhar Ahmed ,Pakistan,3,2,0,27,23,13.50,39,69.23,0,0,0,2,0,India
WG Jacks ,England,2,2,0,27,26,13.50,35,77.14,0,0,0,3,1,Bangladesh
BA King ,West Indies,3,3,0,27,11,9.00,84,32.14,0,0,0,1,0,Bangladesh
GF Linde ,South Africa,2,2,1,27,18,27.00,29,93.10,0,0,0,3,0,Sri Lanka
Mohammad Hafeez ,Pakistan,1,1,0,27,27,27.00,25,108.00,0,0,0,3,0,Bangladesh
NLTC Perera ,Sri Lanka,1,1,0,27,27,27.00,23,117.39,0,0,0,0,2,New Zealand
LE Plunkett ,England,1,1,1,27,27*,-,9,300.00,0,0,0,4,1,Bangladesh
KIC Asalanka ,Sri Lanka,3,3,0,26,9,8.66,41,63.41,0,0,0,5,0,New Zealand
JJ Bumrah ,India,5,2,1,26,14*,26.00,38,68.42,0,0,0,3,0,South Africa
N Dickwella ,Sri Lanka,2,2,0,26,25,13.00,29,89.65,0,0,0,5,0,Australia
B Fernando ,Sri Lanka,3,3,0,26,17,8.66,36,72.22,0,0,0,4,0,England
MW Forde ,West Indies,3,3,0,26,19,8.66,32,81.25,0,0,1,2,1,Australia
M Labuschagne ,Australia,3,1,0,26,26,26.00,33,78.78,0,0,0,3,1,West Indies
KA Maharaj ,South Africa,2,2,1,26,19,26.00,32,81.25,0,0,0,4,0,Pakistan
Mohammad Mithun ,Bangladesh,4,4,0,26,12,6.50,56,46.42,0,0,1,2,0,Sri Lanka
Mosaddek Hossain ,Bangladesh,1,1,0,26,26,26.00,16,162.50,0,0,0,4,0,England
Mosaddek Hossain ,Bangladesh,1,1,0,26,26,26.00,20,130.00,0,0,0,4,0,South Africa
R Shepherd ,West Indies,3,1,0,26,26,26.00,21,123.80,0,0,0,3,0,Sri Lanka
MP Stoinis ,Australia,3,3,0,26,21,8.66,43,60.46,0,0,1,3,0,New Zealand
SA Yadav ,India,1,1,0,26,26,26.00,34,76.47,0,0,0,3,0,Bangladesh
Arshdeep Singh ,India,3,2,1,25,18,25.00,19,131.57,0,0,0,1,2,South Africa
C de Grandhomme ,New Zealand,2,2,0,25,25,12.50,27,92.59,0,0,1,3,0,Australia
KA Jamieson ,New Zealand,2,1,1,25,25*,-,24,104.16,0,0,0,1,2,India
KY Ottley ,West Indies,2,2,0,25,24,12.50,52,48.07,0,0,0,2,1,Bangladesh
LE Plunkett ,England,2,2,1,25,15*,25.00,22,113.63,0,0,0,2,0,New Zealand
K Sinclair ,West Indies,1,1,0,25,25,25.00,36,69.44,0,0,0,2,0,Sri Lanka
HDRL Thirimanne ,Sri Lanka,2,1,0,25,25,25.00,30,83.33,0,0,0,1,0,Bangladesh
Yasir Ali ,Bangladesh,1,1,0,25,25,25.00,30,83.33,0,0,0,2,1,India
Yasir Shah ,Pakistan,5,4,3,25,11,25.00,35,71.42,0,0,0,0,0,Australia
AAP Atkinson ,England,3,2,1,24,20*,24.00,24,100.00,0,0,0,3,1,West Indies
T Bavuma ,South Africa,1,1,0,24,24,24.00,28,85.71,0,0,0,4,1,New Zealand
MC Henriques ,Australia,2,2,1,24,22,24.00,32,75.00,0,0,0,3,0,India
VR Iyer ,India,2,2,0,24,22,12.00,40,60.00,0,0,0,0,1,South Africa
DJ Mitchell ,New Zealand,1,1,0,24,24,24.00,30,80.00,0,0,0,4,0,South Africa
Mohammad Saifuddin ,Bangladesh,2,2,1,24,13*,24.00,39,61.53,0,0,0,2,0,Sri Lanka
Mohammed Shami ,India,5,2,0,24,23,12.00,33,72.72,0,0,0,2,1,England
C Munro ,New Zealand,1,1,0,24,24,24.00,34,70.58,0,0,0,3,1,Bangladesh
Mustafizur Rahman ,Bangladesh,6,4,2,24,13,12.00,36,66.66,0,0,1,4,0,India
JA Richardson ,Australia,1,1,1,24,24*,-,20,120.00,0,0,0,3,0,South Africa
KW Richardson ,Australia,2,1,1,24,24*,-,11,218.18,0,0,0,4,1,India
CR Woakes ,England,5,5,1,24,11,6.00,39,61.53,0,0,0,1,0,New Zealand
Agha Salman ,Pakistan,2,1,0,23,23,23.00,32,71.87,0,0,0,2,0,India
YS Chahal ,India,7,3,0,23,10,7.66,39,58.97,0,0,0,2,0,New Zealand
BM Duckett ,England,3,3,0,23,20,7.66,42,54.76,0,0,1,1,0,South Africa
F du Plessis ,South Africa,1,1,0,23,23,23.00,35,65.71,0,0,0,4,0,New Zealand
LH Ferguson ,New Zealand,9,5,0,23,8,4.60,36,63.88,0,0,0,1,1,India
JR Hazlewood ,Australia,5,2,2,23,23*,-,16,143.75,0,0,0,1,1,New Zealand
Imad Wasim ,Pakistan,1,1,0,23,23,23.00,15,153.33,0,0,0,3,0,South Africa
UT Khawaja ,Australia,1,1,0,23,23,23.00,29,79.31,0,0,0,1,0,England
D Madushanka ,Sri Lanka,2,2,1,23,19,23.00,50,46.00,0,0,0,3,0,New Zealand
Mohammad Wasim ,1) ,7,3,0,23,10,7.66,24,95.83,0,0,0,1,1,New Zealand
Mohammad Wasim ,1) ,2,2,1,23,17*,23.00,20,115.00,0,0,0,2,1,West Indies
EJG Morgan ,England,2,2,0,23,22,11.50,39,58.97,0,0,0,1,1,India
JDS Neesham ,New Zealand,2,2,0,23,23,11.50,42,54.76,0,0,1,3,0,South Africa
R Powell ,West Indies,3,3,0,23,13,7.66,21,109.52,0,0,0,3,1,India
S Samarawickrama ,Sri Lanka,1,1,0,23,23,23.00,19,121.05,0,0,0,3,1,South Africa
Shaheen Shah Afridi ,Pakistan,6,2,1,23,23*,23.00,9,255.55,0,0,1,1,3,New Zealand
SN Thakur ,India,5,4,0,23,11,5.75,44,52.27,0,0,0,0,0,Bangladesh
M Theekshana ,Sri Lanka,3,2,0,23,21,11.50,34,67.64,0,0,0,3,0,Bangladesh
HR Walsh ,West Indies,4,2,0,23,13,11.50,46,50.00,0,0,0,3,0,India
Y Cariah ,West Indies,3,2,0,22,19,11.00,42,52.38,0,0,0,3,0,India
MS Chapman ,New Zealand,4,2,0,22,20,11.00,19,115.78,0,0,0,1,2,Bangladesh
RM Patidar ,India,1,1,0,22,22,22.00,16,137.50,0,0,0,3,1,South Africa
MD Shanaka ,Sri Lanka,2,1,0,22,22,22.00,27,81.48,0,0,0,1,0,West Indies
Soumya Sarkar ,Bangladesh,1,1,0,22,22,22.00,22,100.00,0,0,0,4,0,Pakistan
Tamim Iqbal ,Bangladesh,1,1,0,22,22,22.00,31,70.96,0,0,0,3,0,India
I Udana ,Sri Lanka,4,4,1,22,17*,7.33,25,88.00,0,0,1,2,0,West Indies
HE van der Dussen ,South Africa,3,2,0,22,14,11.00,19,115.78,0,0,0,4,0,West Indies
HR Walsh ,West Indies,2,2,1,22,20*,22.00,11,200.00,0,0,0,2,1,Sri Lanka
Asif Ali ,Pakistan,2,2,0,21,19,10.50,34,61.76,0,0,0,2,0,South Africa
G Coetzee ,South Africa,5,3,0,21,19,7.00,48,43.75,0,0,1,2,0,Australia
CH Gayle ,West Indies,1,1,0,21,21,21.00,17,123.52,0,0,0,4,0,Australia
Iftikhar Ahmed ,Pakistan,1,1,0,21,21,21.00,31,67.74,0,0,0,1,1,South Africa
Mohammad Mithun ,Bangladesh,1,1,0,21,21,21.00,21,100.00,0,0,0,2,1,South Africa
JN Mohammed ,West Indies,3,2,1,21,13*,21.00,28,75.00,0,0,0,3,0,Sri Lanka
KMA Paul ,West Indies,1,1,0,21,21,21.00,11,190.90,0,0,0,2,1,Pakistan
A Phillip ,West Indies,1,1,1,21,21*,-,22,95.45,0,0,0,0,1,Bangladesh
K Pierre ,West Indies,2,1,0,21,21,21.00,18,116.66,0,0,0,3,0,India
K Rabada ,South Africa,7,2,1,21,13*,21.00,20,105.00,0,0,0,3,0,Sri Lanka
AD Russell ,West Indies,1,1,0,21,21,21.00,16,131.25,0,0,0,1,2,England
PADLR Sandakan ,Sri Lanka,6,4,2,21,16*,10.50,32,65.62,0,0,1,2,0,West Indies
MJ Santner ,New Zealand,4,3,1,21,12,10.50,47,44.68,0,0,0,1,0,England
Abdullah Shafique ,Pakistan,1,1,0,20,20,20.00,24,83.33,0,0,0,3,0,India
DM Bravo ,West Indies,3,3,0,20,18,6.66,46,43.47,0,0,1,0,1,Australia
HC Brook ,England,1,1,0,20,20,20.00,15,133.33,0,0,0,3,0,Bangladesh
BA Carse ,England,3,3,1,20,15,10.00,37,54.05,0,0,0,2,0,India
TK Curran ,England,3,2,1,20,15*,20.00,27,74.07,0,0,0,1,0,South Africa
KA Jamieson ,New Zealand,5,1,0,20,20,20.00,28,71.42,0,0,0,3,0,Bangladesh
M Jansen ,South Africa,1,1,0,20,20,20.00,14,142.85,0,0,0,2,1,Pakistan
Mohammad Hafeez ,Pakistan,1,1,0,20,20,20.00,33,60.60,0,0,0,0,1,South Africa
Mohammad Naim ,Bangladesh,1,1,0,20,20,20.00,25,80.00,0,0,0,4,0,Pakistan
Mustafizur Rahman ,Bangladesh,6,5,3,20,18,10.00,20,100.00,0,0,1,3,0,Sri Lanka
D Pretorius ,South Africa,1,1,0,20,20,20.00,29,68.96,0,0,0,1,1,Bangladesh
D Pretorius ,South Africa,1,1,0,20,20,20.00,25,80.00,0,0,0,3,0,India
MJ Santner ,New Zealand,5,2,2,20,17*,-,13,153.84,0,0,0,2,0,Bangladesh
JA Simpson ,England,3,2,0,20,17,10.00,31,64.51,0,0,0,2,0,Pakistan
AC Agar ,Australia,1,1,1,19,19*,-,33,57.57,0,0,0,3,0,West Indies
MG Bracewell ,New Zealand,2,2,0,19,12,9.50,30,63.33,0,0,0,2,0,Australia
C de Grandhomme ,New Zealand,2,2,0,19,16,9.50,41,46.34,0,0,0,0,0,England
AJ Hosein ,West Indies,6,6,1,19,12*,3.80,46,41.30,0,0,1,1,0,Bangladesh
B Kumar ,India,3,1,1,19,19*,-,28,67.85,0,0,0,2,0,Sri Lanka
Mohammad Nawaz ,3) ,3,3,1,19,8*,9.50,24,79.16,0,0,0,0,1,West Indies
Nasum Ahmed ,Bangladesh,1,1,0,19,19,19.00,19,100.00,0,0,0,3,0,South Africa
AR Nurse ,West Indies,1,1,1,19,19*,-,18,105.55,0,0,0,4,0,Australia
IS Sodhi ,New Zealand,2,2,1,19,14*,19.00,20,95.00,0,0,0,2,0,Australia
IS Sodhi ,New Zealand,8,5,0,19,9,3.80,50,38.00,0,0,1,1,0,Pakistan
MP Stoinis ,Australia,1,1,0,19,19,19.00,23,82.60,0,0,0,4,0,West Indies
AC Agar ,Australia,2,1,1,18,18*,-,12,150.00,0,0,0,0,1,England
KNA Bandara ,Sri Lanka,2,2,0,18,15,9.00,55,32.72,0,0,0,1,0,Bangladesh
SW Billings ,England,1,1,0,18,18,18.00,22,81.81,0,0,0,1,0,India
SSJ Brooks ,West Indies,2,2,0,18,18,9.00,29,62.06,0,0,1,2,0,South Africa
JJ Bumrah ,India,4,2,1,18,16,18.00,31,58.06,0,0,0,1,0,England
JC Buttler ,England,2,2,0,18,10,9.00,15,120.00,0,0,0,2,0,Sri Lanka
S Dhawan ,India,3,3,0,18,8,6.00,35,51.42,0,0,0,2,0,Bangladesh
BOP Fernando ,Sri Lanka,1,1,0,18,18,18.00,24,75.00,0,0,0,0,1,England
C Green ,Australia,2,2,1,18,18,18.00,29,62.06,0,0,0,3,0,South Africa
BE Hendricks ,South Africa,2,1,0,18,18,18.00,26,69.23,0,0,0,2,0,India
MJ Henry ,New Zealand,3,3,0,18,9,6.00,26,69.23,0,0,0,1,0,Australia
UT Khawaja ,Australia,1,1,0,18,18,18.00,14,128.57,0,0,0,3,0,South Africa
KR Mayers ,West Indies,1,1,0,18,18,18.00,36,50.00,0,0,0,1,0,Sri Lanka
BMAJ Mendis ,Sri Lanka,1,1,0,18,18,18.00,46,39.13,0,0,0,1,1,South Africa
HM Nicholls ,New Zealand,2,2,0,18,10,9.00,42,42.85,0,0,0,3,0,Australia
C Overton ,England,3,2,1,18,18*,18.00,18,100.00,0,0,1,1,0,Pakistan
MDKJ Perera ,Sri Lanka,2,2,0,18,18,9.00,16,112.50,0,0,1,3,0,India
D Pretorius ,South Africa,4,2,0,18,17,9.00,26,69.23,0,0,0,1,0,England
K Rabada ,South Africa,5,3,1,18,13*,9.00,14,128.57,0,0,0,1,1,Bangladesh
OF Smith ,West Indies,2,2,0,18,17,9.00,20,90.00,0,0,0,3,0,South Africa
W Sutherland ,Australia,2,1,0,18,18,18.00,33,54.54,0,0,0,0,0,West Indies
Wahab Riaz ,Pakistan,1,1,0,18,18,18.00,11,163.63,0,0,0,1,2,West Indies
Washington Sundar ,India,1,1,0,18,18,18.00,30,60.00,0,0,0,1,1,Australia
TA Boult ,New Zealand,4,2,0,17,16,8.50,16,106.25,0,0,0,2,0,West Indies
CR Brathwaite ,West Indies,4,3,0,17,16,5.66,22,77.27,0,0,1,1,1,India
JA Clarkson ,New Zealand,3,2,0,17,16,8.50,24,70.83,0,0,0,2,0,Bangladesh
JL Denly ,England,3,1,0,17,17,17.00,21,80.95,0,0,0,0,0,Pakistan
DM Dupavillon ,South Africa,1,1,0,17,17,17.00,10,170.00,0,0,0,2,1,Pakistan
Faheem Ashraf ,Pakistan,3,3,1,17,11,8.50,24,70.83,0,0,0,1,0,South Africa
LH Ferguson ,New Zealand,5,2,1,17,13,17.00,16,106.25,0,0,0,2,1,Bangladesh
Iftikhar Ahmed ,Pakistan,2,1,1,17,17*,-,15,113.33,0,0,0,2,0,Bangladesh
DA Miller ,South Africa,2,1,0,17,17,17.00,17,100.00,0,0,0,0,2,West Indies
Mohammad Haris ,Pakistan,1,1,1,17,17*,-,8,212.50,0,0,0,1,1,New Zealand
MDKJ Perera ,Sri Lanka,2,2,0,17,17,8.50,12,141.66,0,0,1,4,0,Pakistan
K Rabada ,South Africa,3,3,2,17,13*,17.00,18,94.44,0,0,0,2,0,Pakistan
AU Rashid ,England,6,4,4,17,12*,-,15,113.33,0,0,0,1,0,Pakistan
RD Rickelton ,South Africa,2,2,0,17,14,8.50,26,65.38,0,0,0,0,1,West Indies
PD Salt ,England,2,1,0,17,17,17.00,10,170.00,0,0,0,3,0,South Africa
S Samarawickrama ,Sri Lanka,3,3,0,17,17,5.66,37,45.94,0,0,2,1,0,India
S Samarawickrama ,Sri Lanka,1,1,1,17,17*,-,18,94.44,0,0,0,1,0,West Indies
Shoriful Islam ,Bangladesh,5,4,1,17,8,5.66,18,94.44,0,0,1,0,1,Sri Lanka
SPD Smith ,Australia,2,2,0,17,10,8.50,22,77.27,0,0,0,1,0,Pakistan
JT Smuts ,South Africa,1,1,0,17,17,17.00,18,94.44,0,0,0,2,0,Pakistan
MP Stoinis ,Australia,2,1,1,17,17*,-,11,154.54,0,0,0,2,0,Bangladesh
Taskin Ahmed ,Bangladesh,1,1,1,17,17*,-,16,106.25,0,0,0,0,2,India
CR Woakes ,England,2,2,0,17,10,8.50,25,68.00,0,0,0,2,0,India
WA Young ,New Zealand,1,1,0,17,17,17.00,27,62.96,0,0,0,3,0,India
CR Brathwaite ,West Indies,1,1,0,16,16,16.00,17,94.11,0,0,0,1,1,Australia
JJ Bumrah ,India,4,1,0,16,16,16.00,14,114.28,0,0,0,3,0,Pakistan
C de Grandhomme ,New Zealand,1,1,0,16,16,16.00,6,266.66,0,0,0,1,1,West Indies
JR Hazlewood ,Australia,7,4,2,16,12*,8.00,14,114.28,0,0,0,3,0,South Africa
AJ Hosein ,West Indies,2,2,0,16,14,8.00,27,59.25,0,0,0,1,0,South Africa
JNT Seales ,West Indies,1,1,1,16,16*,-,23,69.56,0,0,0,0,0,Bangladesh
AS Joseph ,West Indies,3,2,1,16,14,16.00,19,84.21,0,0,0,1,0,England
MP Kuhnemann ,Australia,4,2,0,16,15,8.00,14,114.28,0,0,0,3,0,Sri Lanka
GJ Maxwell ,Australia,3,3,0,16,12,5.33,42,38.09,0,0,0,1,0,South Africa
Mehidy Hasan Miraz ,Bangladesh,10,1,1,16,16*,-,35,45.71,0,0,0,0,0,West Indies
Mohammad Hafeez ,Pakistan,1,1,0,16,16,16.00,24,66.66,0,0,0,2,0,West Indies
Mohammad Wasim ,1) ,1,1,1,16,16*,-,14,114.28,0,0,0,2,1,England
CH Morris ,South Africa,1,1,0,16,16,16.00,10,160.00,0,0,0,1,1,Pakistan
Mosaddek Hossain ,Bangladesh,1,1,0,16,16,16.00,21,76.19,0,0,0,1,0,Pakistan
KY Ottley ,West Indies,2,2,0,16,8,8.00,21,76.19,0,0,0,3,0,Australia
WD Parnell ,South Africa,2,1,0,16,16,16.00,22,72.72,0,0,0,0,0,India
GD Phillips ,New Zealand,1,1,1,16,16*,-,11,145.45,0,0,0,1,1,Bangladesh
Shamim Hossain ,Bangladesh,1,1,0,16,16,16.00,23,69.56,0,0,0,0,1,Pakistan
TG Southee ,New Zealand,3,2,0,16,12,8.00,23,69.56,0,0,0,1,0,West Indies
Taskin Ahmed ,Bangladesh,3,2,2,16,9*,-,17,94.11,0,0,0,1,0,South Africa
HDRL Thirimanne ,Sri Lanka,1,1,0,16,16,16.00,26,61.53,0,0,0,1,0,Australia
MA Wood ,England,4,3,1,16,14,8.00,29,55.17,0,0,1,1,0,India
JC Archer ,England,5,3,2,15,8*,15.00,16,93.75,0,0,0,1,0,Australia
CJ Bowes ,New Zealand,2,2,0,15,14,7.50,22,68.18,0,0,0,3,0,Bangladesh
CJ Bowes ,New Zealand,2,2,0,15,14,7.50,20,75.00,0,0,0,2,0,Sri Lanka
BA Carse ,England,1,1,1,15,15*,-,13,115.38,0,0,0,0,1,New Zealand
PVD Chameera ,Sri Lanka,4,3,0,15,13,5.00,18,83.33,0,0,1,1,1,India
SS Cottrell ,West Indies,1,1,0,15,15,15.00,26,57.69,0,0,0,2,0,New Zealand
C de Grandhomme ,New Zealand,1,1,0,15,15,15.00,13,115.38,0,0,0,2,0,Bangladesh
Hasan Mahmud ,Bangladesh,1,1,0,15,15,15.00,25,60.00,0,0,0,2,0,South Africa
AJ Hosein ,West Indies,3,2,0,15,11,7.50,16,93.75,0,0,0,0,1,New Zealand
H Klaasen ,South Africa,1,1,1,15,15*,-,7,214.28,0,0,0,1,1,New Zealand
TWM Latham ,New Zealand,4,3,1,15,8,7.50,35,42.85,0,0,0,0,0,Sri Lanka
AM McCarthy ,West Indies,2,2,0,15,12,7.50,41,36.58,0,0,0,1,0,Bangladesh
KA Maharaj ,South Africa,4,2,1,15,15,15.00,18,83.33,0,0,0,2,0,Sri Lanka
Mashrafe Mortaza ,Bangladesh,1,1,0,15,15,15.00,14,107.14,0,0,0,0,2,Pakistan
RTM Mendis ,Sri Lanka,1,1,1,15,15*,-,18,83.33,0,0,0,1,0,India
G Motie ,West Indies,3,3,0,15,7,5.00,27,55.55,0,0,0,1,0,Bangladesh
Nasum Ahmed ,Bangladesh,1,1,0,15,15,15.00,15,100.00,0,0,0,0,1,Sri Lanka
L Ngidi ,South Africa,4,2,1,15,15*,15.00,24,62.50,0,0,1,0,2,Bangladesh
HH Pandya ,India,1,1,1,15,15*,-,7,214.28,0,0,0,3,0,South Africa
MJ Potts ,England,1,1,1,15,15*,-,13,115.38,0,0,0,1,0,West Indies
Pramod Madushan ,Sri Lanka,1,1,0,15,15,15.00,52,28.84,0,0,0,2,0,Australia
AD Russell ,West Indies,1,1,0,15,15,15.00,11,136.36,0,0,0,2,1,Australia
NA Saini ,India,1,1,0,15,15,15.00,37,40.54,0,0,0,0,0,Sri Lanka
Sarfaraz Ahmed ,Pakistan,2,2,1,15,13,15.00,15,100.00,0,0,0,2,0,South Africa
Shaheen Shah Afridi ,Pakistan,2,1,1,15,15*,-,6,250.00,0,0,0,3,0,West Indies
T Shamsi ,South Africa,6,2,2,15,11*,-,12,125.00,0,0,0,3,0,India
V Shankar ,India,1,1,1,15,15*,-,15,100.00,0,0,0,1,0,Pakistan
TG Southee ,New Zealand,4,3,2,15,15*,15.00,16,93.75,0,0,1,1,0,Pakistan
Afif Hossain ,Bangladesh,3,3,0,14,8,4.66,25,56.00,0,0,1,1,0,India
Anamul Haque ,Bangladesh,1,1,0,14,14,14.00,24,58.33,0,0,0,2,0,Sri Lanka
CR Brathwaite ,West Indies,1,1,0,14,14,14.00,22,63.63,0,0,0,0,1,England
BA Carse ,England,1,1,0,14,14,14.00,8,175.00,0,0,0,2,0,South Africa
JL Carter ,West Indies,3,2,0,14,11,7.00,31,45.16,0,0,0,1,0,Bangladesh
J Da Silva ,West Indies,2,2,0,14,9,7.00,35,40.00,0,0,0,1,0,Bangladesh
JP Duminy ,South Africa,1,1,0,14,14,14.00,13,107.69,0,0,0,1,0,Australia
MJ Henry ,New Zealand,6,4,1,14,7,4.66,19,73.68,0,0,1,1,0,England
JO Holder ,West Indies,4,4,1,14,13*,4.66,31,45.16,0,0,2,1,0,New Zealand
RA Jadeja ,India,3,1,0,14,14,14.00,22,63.63,0,0,0,1,0,Pakistan
CJ Jordan ,England,1,1,0,14,14,14.00,18,77.77,0,0,0,0,0,Australia
AS Joseph ,West Indies,2,2,2,14,13*,-,13,107.69,0,0,0,1,1,South Africa
Mahedi Hasan ,Bangladesh,1,1,0,14,14,14.00,32,43.75,0,0,0,1,0,England
Mohammad Nawaz ,3) ,1,1,0,14,14,14.00,16,87.50,0,0,0,0,1,Australia
CAK Rajitha ,Sri Lanka,2,2,0,14,9,7.00,41,34.14,0,0,0,1,0,New Zealand
KAJ Roach ,West Indies,7,5,3,14,14*,7.00,42,33.33,0,0,2,3,0,India
KAJ Roach ,West Indies,1,1,0,14,14,14.00,31,45.16,0,0,0,0,1,New Zealand
V Shankar ,India,1,1,0,14,14,14.00,19,73.68,0,0,0,3,0,West Indies
Tanzim Hasan Sakib ,Bangladesh,1,1,1,14,14*,-,8,175.00,0,0,0,1,1,India
M Theekshana ,Sri Lanka,2,2,1,14,12*,14.00,37,37.83,0,0,0,2,0,India
JM Vince ,England,1,1,0,14,14,14.00,18,77.77,0,0,0,2,0,Sri Lanka
Washington Sundar ,India,3,1,0,14,14,14.00,9,155.55,0,0,0,2,0,South Africa
DJ Willey ,England,4,1,1,14,14*,-,17,82.35,0,0,0,1,1,Sri Lanka
KS Williamson ,New Zealand,2,1,0,14,14,14.00,15,93.33,0,0,0,2,0,Sri Lanka
HM Amla ,South Africa,1,1,0,13,13,13.00,23,56.52,0,0,0,1,0,England
Avesh Khan ,India,6,3,1,13,9,6.50,17,76.47,0,0,0,0,1,South Africa
JJ Bumrah ,India,14,8,5,13,6*,4.33,25,52.00,0,0,1,1,1,Australia
RD Chahar ,India,1,1,0,13,13,13.00,25,52.00,0,0,0,0,0,Sri Lanka
PVD Chameera ,Sri Lanka,4,3,1,13,5,6.50,33,39.39,0,0,0,0,0,Bangladesh
SM Curran ,England,3,3,0,13,12,4.33,24,54.16,0,0,1,0,1,Australia
MW Forde ,West Indies,1,1,1,13,13*,-,16,81.25,0,0,0,1,0,England
MADI Hemantha ,Sri Lanka,2,2,1,13,13*,13.00,16,81.25,0,0,1,1,0,India
JP Inglis ,Australia,1,1,0,13,13,13.00,9,144.44,0,0,0,3,0,Pakistan
GSNFG Jayasuriya ,Sri Lanka,1,1,0,13,13,13.00,7,185.71,0,0,0,1,1,Bangladesh
UT Khawaja ,Australia,1,1,0,13,13,13.00,19,68.42,0,0,0,2,0,West Indies
Kuldeep Yadav ,India,10,3,2,13,8*,13.00,32,40.62,0,0,0,1,0,West Indies
SE Marsh ,Australia,2,2,0,13,7,6.50,22,59.09,0,0,0,1,0,India
JN Mohammed ,West Indies,2,2,0,13,11,6.50,20,65.00,0,0,0,2,0,Australia
Mohammed Siraj ,India,6,4,2,13,9*,6.50,24,54.16,0,0,1,1,0,Australia
