Player,Team,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Opponent
CH Morris ,South Africa,1,1,10.0,3,36,1,1/36,36.00,3.60,60.0,0,0,India
Mukesh Kumar ,India,3,3,24.0,2,148,1,1/56,148.00,6.16,144.0,0,0,South Africa
T Natarajan ,India,1,1,10.0,0,73,1,1/73,73.00,7.30,60.0,0,0,England
JDS Neesham ,New Zealand,2,1,5.3,0,69,1,1/69,69.00,12.54,33.0,0,0,South Africa
JDS Neesham ,New Zealand,1,1,3.0,0,21,1,1/21,21.00,7.00,18.0,0,0,Sri Lanka
MG Neser ,Australia,2,2,20.0,1,119,1,1/59,119.00,5.95,120.0,0,0,South Africa
L Ngidi ,South Africa,2,2,16.0,2,75,1,1/47,75.00,4.68,96.0,0,0,New Zealand
L Ngidi ,South Africa,2,2,16.0,0,121,1,1/45,121.00,7.56,96.0,0,0,West Indies
C Overton ,England,3,3,19.0,0,110,1,1/54,110.00,5.78,114.0,0,0,India
KH Pandya ,India,3,3,20.0,0,160,1,1/59,160.00,8.00,120.0,0,0,England
KH Pandya ,India,2,2,18.0,1,63,1,1/26,63.00,3.50,108.0,0,0,Sri Lanka
WD Parnell ,South Africa,1,1,2.5,0,6,1,1/6,6.00,2.11,17.0,0,0,Bangladesh
WD Parnell ,South Africa,3,3,27.0,1,149,1,1/54,149.00,5.51,162.0,0,0,England
WD Parnell ,South Africa,1,1,5.2,1,30,1,1/30,30.00,5.62,32.0,0,0,West Indies
AR Patel ,India,3,2,16.0,0,70,1,1/48,70.00,4.37,96.0,0,0,South Africa
AR Patel ,India,4,3,20.0,0,103,1,1/16,103.00,5.15,120.0,0,0,Sri Lanka
M Pathirana ,Sri Lanka,1,1,10.0,0,95,1,1/95,95.00,9.50,60.0,0,0,South Africa
M Pathirana ,Sri Lanka,1,1,10.0,1,61,1,1/61,61.00,6.10,60.0,0,0,West Indies
NLTC Perera ,Sri Lanka,4,4,18.1,1,99,1,1/20,99.00,5.44,109.0,0,0,South Africa
AL Phehlukwayo ,South Africa,1,1,8.3,0,73,1,1/73,73.00,8.58,51.0,0,0,New Zealand
GD Phillips ,New Zealand,1,1,2.0,0,13,1,1/13,13.00,6.50,12.0,0,0,Bangladesh
GD Phillips ,New Zealand,1,1,3.0,0,34,1,1/34,34.00,11.33,18.0,0,0,West Indies
LE Plunkett ,England,1,1,8.0,0,36,1,1/36,36.00,4.50,48.0,0,0,Bangladesh
LE Plunkett ,England,1,1,5.0,0,30,1,1/30,30.00,6.00,30.0,0,0,West Indies
Pramod Madushan ,Sri Lanka,1,1,3.0,0,13,1,1/13,13.00,4.33,18.0,0,0,Australia
M Prasidh Krishna ,India,1,1,9.0,0,43,1,1/43,43.00,4.77,54.0,0,0,Bangladesh
CAK Rajitha ,Sri Lanka,1,1,10.0,0,76,1,1/76,76.00,7.60,60.0,0,0,West Indies
Ravi Bishnoi ,India,1,1,8.0,0,69,1,1/69,69.00,8.62,48.0,0,0,South Africa
KW Richardson ,Australia,1,1,9.0,0,63,1,1/63,63.00,7.00,54.0,0,0,South Africa
KAJ Roach ,West Indies,3,3,18.0,0,133,1,1/46,133.00,7.38,108.0,0,0,Bangladesh
Rubel Hossain ,Bangladesh,1,1,8.0,0,48,1,1/48,48.00,6.00,48.0,0,0,India
AD Russell ,West Indies,1,1,6.0,0,42,1,1/42,42.00,7.00,36.0,0,0,Bangladesh
SE Rutherford ,West Indies,3,1,4.0,0,24,1,1/24,24.00,6.00,24.0,0,0,England
T Sangha ,Australia,1,1,10.0,0,61,1,1/61,61.00,6.10,60.0,0,0,India
T Sangha ,Australia,1,1,8.0,0,64,1,1/64,64.00,8.00,48.0,0,0,South Africa
MJ Santner ,New Zealand,5,5,45.0,0,214,1,1/34,214.00,4.75,270.0,0,0,Pakistan
MJ Santner ,New Zealand,2,2,19.0,0,103,1,1/45,103.00,5.42,114.0,0,0,South Africa
Saud Shakeel ,Pakistan,4,3,7.5,0,37,1,1/14,37.00,4.72,47.0,0,0,England
Shadab Khan ,Pakistan,4,4,32.0,1,220,1,1/71,220.00,6.87,192.0,0,0,India
Shahnawaz Dahani ,Pakistan,1,1,6.0,0,36,1,1/36,36.00,6.00,36.0,0,0,West Indies
T Shamsi ,South Africa,2,2,17.0,1,67,1,1/26,67.00,3.94,102.0,0,0,Bangladesh
MD Shanaka ,Sri Lanka,2,1,3.1,0,27,1,1/27,27.00,8.52,19.0,0,0,West Indies
R Shepherd ,West Indies,3,3,17.0,1,110,1,1/70,110.00,6.47,102.0,0,0,Pakistan
Shoriful Islam ,Bangladesh,2,2,12.0,2,49,1,1/24,49.00,4.08,72.0,0,0,Pakistan
K Sinclair ,West Indies,1,1,10.0,0,52,1,1/52,52.00,5.20,60.0,0,0,Sri Lanka
RK Singh ,India,2,1,1.0,0,2,1,1/2,2.00,2.00,6.0,0,0,South Africa
OF Smith ,West Indies,2,2,7.0,0,72,1,1/40,72.00,10.28,42.0,0,0,South Africa
SPD Smith ,Australia,6,2,3.0,0,14,1,1/6,14.00,4.66,18.0,0,0,New Zealand
JT Smuts ,South Africa,3,2,13.0,0,55,1,1/43,55.00,4.23,78.0,0,0,England
JT Smuts ,South Africa,1,1,8.0,0,67,1,1/67,67.00,8.37,48.0,0,0,Pakistan
IS Sodhi ,New Zealand,1,1,4.0,0,27,1,1/27,27.00,6.75,24.0,0,0,India
Soumya Sarkar ,Bangladesh,1,1,6.0,0,33,1,1/33,33.00,5.50,36.0,0,0,India
Soumya Sarkar ,Bangladesh,7,2,5.1,0,37,1,1/22,37.00,7.16,31.0,0,0,West Indies
TG Southee ,New Zealand,1,1,8.0,0,52,1,1/52,52.00,6.50,48.0,0,0,Sri Lanka
DW Steyn ,South Africa,1,1,7.0,0,32,1,1/32,32.00,4.57,42.0,0,0,Sri Lanka
MP Stoinis ,Australia,3,3,11.0,0,51,1,1/14,51.00,4.63,66.0,0,0,New Zealand
BA Stokes ,England,3,2,10.0,0,51,1,1/29,51.00,5.10,60.0,0,0,Australia
BA Stokes ,England,5,2,8.0,0,30,1,1/10,30.00,3.75,48.0,0,0,New Zealand
MJ Swepson ,Australia,1,1,10.0,0,58,1,1/58,58.00,5.80,60.0,0,0,Sri Lanka
Taijul Islam ,Bangladesh,2,2,20.0,3,69,1,1/34,69.00,3.45,120.0,0,0,Sri Lanka
Taskin Ahmed ,Bangladesh,1,1,10.0,0,61,1,1/61,61.00,6.10,60.0,0,0,Australia
Taskin Ahmed ,Bangladesh,2,2,14.0,2,68,1,1/32,68.00,4.85,84.0,0,0,Pakistan
Taskin Ahmed ,Bangladesh,2,2,16.2,1,57,1,1/32,57.00,3.48,98.0,0,0,West Indies
SN Thakur ,India,3,2,6.0,0,28,1,1/16,28.00,4.66,36.0,0,0,Pakistan
M Theekshana ,Sri Lanka,1,1,8.2,1,21,1,1/21,21.00,2.52,50.0,0,0,England
M Theekshana ,Sri Lanka,2,2,19.1,0,108,1,1/41,108.00,5.63,115.0,0,0,India
M Theekshana ,Sri Lanka,1,1,7.0,0,43,1,1/43,43.00,6.14,42.0,0,0,New Zealand
O Thomas ,West Indies,1,1,6.0,0,52,1,1/52,52.00,8.66,36.0,0,0,Bangladesh
O Thomas ,West Indies,1,1,10.0,1,58,1,1/58,58.00,5.80,60.0,0,0,Sri Lanka
BM Tickner ,New Zealand,2,2,17.0,0,126,1,1/52,126.00,7.41,102.0,0,0,Pakistan
I Udana ,Sri Lanka,2,2,11.3,0,77,1,1/50,77.00,6.69,69.0,0,0,India
I Udana ,Sri Lanka,1,1,9.0,0,60,1,1/60,60.00,6.66,54.0,0,0,Pakistan
JD Unadkat ,India,1,1,5.0,0,16,1,1/16,16.00,3.20,30.0,0,0,West Indies
Usama Mir ,Pakistan,1,1,9.0,0,82,1,1/82,82.00,9.11,54.0,0,0,Australia
Usama Mir ,Pakistan,1,1,10.0,0,66,1,1/66,66.00,6.60,60.0,0,0,Bangladesh
Usman Qadir ,Pakistan,1,1,9.0,0,48,1,1/48,48.00,5.33,54.0,0,0,South Africa
HE van der Dussen ,South Africa,5,1,1.0,0,3,1,1/3,3.00,3.00,6.0,0,0,Bangladesh
JDF Vandersay ,Sri Lanka,1,1,7.0,0,50,1,1/50,50.00,7.14,42.0,0,0,West Indies
Wahab Riaz ,Pakistan,1,1,8.0,0,44,1,1/44,44.00,5.50,48.0,0,0,Australia
Wahab Riaz ,Pakistan,1,1,7.0,0,33,1,1/33,33.00,4.71,42.0,0,0,Bangladesh
Wahab Riaz ,Pakistan,1,1,10.0,0,71,1,1/71,71.00,7.10,60.0,0,0,India
HR Walsh ,West Indies,3,3,25.0,0,167,1,1/66,167.00,6.68,150.0,0,0,Pakistan
DN Wellalage ,Sri Lanka,2,2,19.0,0,102,1,1/40,102.00,5.36,114.0,0,0,Pakistan
DN Wellalage ,Sri Lanka,1,1,10.0,0,81,1,1/81,81.00,8.10,60.0,0,0,South Africa
KS Williamson ,New Zealand,5,1,7.0,0,25,1,1/25,25.00,3.57,42.0,0,0,Australia
KS Williamson ,New Zealand,5,1,8.0,0,39,1,1/39,39.00,4.87,48.0,0,0,Pakistan
CR Woakes ,England,1,1,5.0,2,16,1,1/16,16.00,3.20,30.0,0,0,West Indies
Yasir Shah ,Pakistan,1,1,7.0,0,60,1,1/60,60.00,8.57,42.0,0,0,England
Abu Jayed ,Bangladesh,1,1,9.0,0,56,0,-,-,6.22,-,0,0,West Indies
Afif Hossain ,Bangladesh,3,1,1.0,0,14,0,-,-,14.00,-,0,0,India
Afif Hossain ,Bangladesh,1,1,1.0,0,17,0,-,-,17.00,-,0,0,New Zealand
Afif Hossain ,Bangladesh,3,1,2.0,1,2,0,-,-,1.00,-,0,0,West Indies
AC Agar ,Australia,2,2,17.0,0,103,0,-,-,6.05,-,0,0,England
WA Agar ,Australia,2,2,11.0,1,39,0,-,-,3.54,-,0,0,West Indies
MA Agarwal ,India,2,1,1.0,0,10,0,-,-,10.00,-,0,0,Australia
Agha Salman ,Pakistan,2,1,1.0,0,11,0,-,-,11.00,-,0,0,Bangladesh
Agha Salman ,Pakistan,1,1,3.0,0,25,0,-,-,8.33,-,0,0,England
Agha Salman ,Pakistan,2,1,4.0,0,21,0,-,-,5.25,-,0,0,India
JC Archer ,England,1,1,10.0,0,45,0,-,-,4.50,-,0,0,India
Arshdeep Singh ,India,3,2,13.1,1,89,0,-,-,6.75,-,0,0,New Zealand
KIC Asalanka ,Sri Lanka,6,2,5.0,0,25,0,-,-,5.00,-,0,0,Australia
KIC Asalanka ,Sri Lanka,2,1,1.0,0,10,0,-,-,10.00,-,0,0,Pakistan
Asif Ali ,Pakistan,6,1,0.5,0,9,0,-,-,10.80,-,0,0,England
A Athanaze ,West Indies,3,1,1.0,0,7,0,-,-,7.00,-,0,0,India
Avesh Khan ,India,1,1,6.0,0,54,0,-,-,9.00,-,0,0,West Indies
KNA Bandara ,Sri Lanka,3,1,1.0,0,8,0,-,-,8.00,-,0,0,West Indies
T Bavuma ,South Africa,3,1,6.1,0,22,0,-,-,3.56,-,0,0,Bangladesh
JP Behrendorff ,Australia,1,1,10.0,1,61,0,-,-,6.10,-,0,0,India
NE Bonner ,West Indies,3,1,2.5,0,15,0,-,-,5.29,-,0,0,Bangladesh
MG Bracewell ,New Zealand,2,2,6.0,0,37,0,-,-,6.16,-,0,0,Australia
MG Bracewell ,New Zealand,3,3,17.0,0,97,0,-,-,5.70,-,0,0,West Indies
CR Brathwaite ,West Indies,1,1,5.0,0,35,0,-,-,7.00,-,0,0,England
CR Brathwaite ,West Indies,1,1,4.0,0,14,0,-,-,3.50,-,0,0,Pakistan
CR Brathwaite ,West Indies,1,1,7.0,0,53,0,-,-,7.57,-,0,0,Sri Lanka
KU Carty ,West Indies,1,1,0.1,0,1,0,-,-,6.00,-,0,0,Bangladesh
KU Carty ,West Indies,1,1,3.0,0,18,0,-,-,6.00,-,0,0,Sri Lanka
YS Chahal ,India,1,1,7.0,0,53,0,-,-,7.57,-,0,0,Pakistan
DL Chahar ,India,2,1,5.0,0,30,0,-,-,6.00,-,0,0,New Zealand
RL Chase ,West Indies,3,2,16.0,0,71,0,-,-,4.43,-,0,0,Australia
SS Cottrell ,West Indies,3,3,26.2,0,150,0,-,-,5.69,-,0,0,Bangladesh
SS Cottrell ,West Indies,1,1,3.0,0,17,0,-,-,5.66,-,0,0,England
NM Coulter-Nile ,Australia,1,1,10.0,0,70,0,-,-,7.00,-,0,0,West Indies
PJ Cummins ,Australia,2,2,18.0,1,121,0,-,-,6.72,-,0,0,Bangladesh
TK Curran ,England,2,2,16.0,3,68,0,-,-,4.25,-,0,0,Australia
TK Curran ,England,3,3,18.0,1,89,0,-,-,4.94,-,0,0,South Africa
Danish Aziz ,Pakistan,2,2,5.0,0,27,0,-,-,5.40,-,0,0,South Africa
C de Grandhomme ,New Zealand,2,2,14.0,1,58,0,-,-,4.14,-,0,0,Australia
C de Grandhomme ,New Zealand,1,1,2.0,0,12,0,-,-,6.00,-,0,0,Pakistan
JL Denly ,England,3,2,6.0,0,36,0,-,-,6.00,-,0,0,Pakistan
JL Denly ,England,3,1,6.0,0,41,0,-,-,6.83,-,0,0,South Africa
DM de Silva ,Sri Lanka,3,1,2.0,0,22,0,-,-,11.00,-,0,0,New Zealand
DM de Silva ,Sri Lanka,2,2,10.0,0,64,0,-,-,6.40,-,0,0,Pakistan
DM de Silva ,Sri Lanka,4,3,18.0,0,78,0,-,-,4.33,-,0,0,West Indies
DC Drakes ,West Indies,1,1,4.0,0,19,0,-,-,4.75,-,0,0,India
S Dube ,India,1,1,7.5,0,68,0,-,-,8.68,-,0,0,West Indies
JP Duminy ,South Africa,1,1,4.0,0,22,0,-,-,5.50,-,0,0,Australia
JP Duminy ,South Africa,1,1,1.0,0,10,0,-,-,10.00,-,0,0,Bangladesh
JP Duminy ,South Africa,1,1,2.0,0,14,0,-,-,7.00,-,0,0,England
DM Dupavillon ,South Africa,1,1,5.0,0,30,0,-,-,6.00,-,0,0,Pakistan
Faheem Ashraf ,Pakistan,1,1,10.0,0,74,0,-,-,7.40,-,0,0,India
Fakhar Zaman ,Pakistan,10,1,4.0,0,23,0,-,-,5.75,-,0,0,England
AM Fernando ,Sri Lanka,2,1,10.0,0,54,0,-,-,5.40,-,0,0,England
AM Fernando ,Sri Lanka,1,1,8.0,0,62,0,-,-,7.75,-,0,0,West Indies
N Pradeep ,Sri Lanka,1,1,10.0,0,88,0,-,-,8.80,-,0,0,Australia
BOP Fernando ,Sri Lanka,3,1,2.0,0,16,0,-,-,8.00,-,0,0,South Africa
MNK Fernando ,Sri Lanka,2,1,2.0,0,22,0,-,-,11.00,-,0,0,India
AJ Finch ,Australia,10,2,4.0,0,31,0,-,-,7.75,-,0,0,India
AJ Finch ,Australia,5,1,1.0,0,7,0,-,-,7.00,-,0,0,New Zealand
AJ Finch ,Australia,4,1,2.0,0,11,0,-,-,5.50,-,0,0,South Africa
ST Gabriel ,West Indies,1,1,5.0,0,46,0,-,-,9.20,-,0,0,Sri Lanka
CH Gayle ,West Indies,1,1,2.0,0,22,0,-,-,11.00,-,0,0,Bangladesh
CH Gayle ,West Indies,1,1,5.0,0,22,0,-,-,4.40,-,0,0,England
C Green ,Australia,2,1,7.0,0,38,0,-,-,5.42,-,0,0,England
C Green ,Australia,3,3,12.0,0,72,0,-,-,6.00,-,0,0,Pakistan
MD Gunathilaka ,Sri Lanka,2,1,2.0,0,8,0,-,-,4.00,-,0,0,Pakistan
KJ Harding ,West Indies,1,1,10.0,0,88,0,-,-,8.80,-,0,0,Bangladesh
Haris Sohail ,Pakistan,3,2,5.0,0,35,0,-,-,7.00,-,0,0,England
Hasan Mahmud ,Bangladesh,1,1,7.0,0,46,0,-,-,6.57,-,0,0,Pakistan
PW Hasaranga ,Sri Lanka,2,2,14.0,0,89,0,-,-,6.35,-,0,0,New Zealand
JR Hazlewood ,Australia,1,1,7.0,1,21,0,-,-,3.00,-,0,0,Bangladesh
TM Head ,Australia,1,1,6.0,0,33,0,-,-,5.50,-,0,0,Bangladesh
TM Head ,Australia,4,1,5.0,0,28,0,-,-,5.60,-,0,0,England
TM Head ,Australia,4,1,2.0,0,4,0,-,-,2.00,-,0,0,India
TM Head ,Australia,3,1,1.0,0,9,0,-,-,9.00,-,0,0,Sri Lanka
MADI Hemantha ,Sri Lanka,2,1,8.0,0,52,0,-,-,6.50,-,0,0,India
BE Hendricks ,South Africa,1,1,7.0,0,38,0,-,-,5.42,-,0,0,Pakistan
MJ Henry ,New Zealand,2,2,15.3,2,65,0,-,-,4.19,-,0,0,South Africa
KAR Hodge ,West Indies,1,1,2.0,0,10,0,-,-,5.00,-,0,0,Australia
CK Holder ,West Indies,1,1,3.0,0,26,0,-,-,8.66,-,0,0,Bangladesh
JO Holder ,West Indies,1,1,5.1,0,31,0,-,-,6.00,-,0,0,England
JO Holder ,West Indies,3,2,14.0,2,111,0,-,-,7.92,-,0,0,South Africa
Iftikhar Ahmed ,Pakistan,3,1,5.4,0,52,0,-,-,9.17,-,0,0,India
Iftikhar Ahmed ,Pakistan,1,1,3.0,0,23,0,-,-,7.66,-,0,0,South Africa
Ihsanullah ,Pakistan,1,1,8.0,0,60,0,-,-,7.50,-,0,0,New Zealand
Imad Wasim ,Pakistan,1,1,6.0,0,26,0,-,-,4.33,-,0,0,Bangladesh
Imad Wasim ,Pakistan,1,1,10.0,0,49,0,-,-,4.90,-,0,0,India
Imad Wasim ,Pakistan,1,1,3.0,0,17,0,-,-,5.66,-,0,0,New Zealand
Imad Wasim ,Pakistan,1,1,10.0,0,48,0,-,-,4.80,-,0,0,South Africa
Imran Tahir ,South Africa,1,1,10.0,0,58,0,-,-,5.80,-,0,0,India
Imran Tahir ,South Africa,1,1,10.0,0,33,0,-,-,3.30,-,0,0,New Zealand
SS Iyer ,India,8,2,3.1,0,22,0,-,-,6.94,-,0,0,South Africa
SS Iyer ,India,4,1,1.0,0,2,0,-,-,2.00,-,0,0,Sri Lanka
SS Iyer ,India,10,1,1.0,0,13,0,-,-,13.00,-,0,0,West Indies
VR Iyer ,India,2,1,5.0,0,28,0,-,-,5.60,-,0,0,South Africa
KM Jadhav ,India,4,4,9.0,0,98,0,-,-,10.88,-,0,0,Australia
KM Jadhav ,India,1,1,4.0,0,16,0,-,-,4.00,-,0,0,South Africa
KM Jadhav ,India,7,4,11.0,0,53,0,-,-,4.81,-,0,0,West Indies
GSNFG Jayasuriya ,Sri Lanka,1,1,6.0,0,40,0,-,-,6.66,-,0,0,Bangladesh
P Jayawickrama ,Sri Lanka,1,1,1.0,0,7,0,-,-,7.00,-,0,0,England
JNT Seales ,West Indies,1,1,3.5,0,26,0,-,-,6.78,-,0,0,Bangladesh
SH Johnson ,Australia,1,1,8.0,0,61,0,-,-,7.62,-,0,0,India
C Karunaratne ,Sri Lanka,1,1,6.0,0,34,0,-,-,5.66,-,0,0,Bangladesh
FDM Karunaratne ,Sri Lanka,8,1,1.0,0,7,0,-,-,7.00,-,0,0,West Indies
H Klaasen ,South Africa,10,1,3.0,0,19,0,-,-,6.33,-,0,0,Australia
V Kohli ,India,5,1,0.3,0,2,0,-,-,4.00,-,0,0,Bangladesh
B Kumar ,India,1,1,2.4,0,8,0,-,-,3.00,-,0,0,Pakistan
CBRLS Kumara ,Sri Lanka,1,1,4.0,0,47,0,-,-,11.75,-,0,0,Australia
M Labuschagne ,Australia,14,2,3.0,0,25,0,-,-,8.33,-,0,0,India
M Labuschagne ,Australia,4,1,5.5,0,31,0,-,-,5.31,-,0,0,Pakistan
M Labuschagne ,Australia,10,2,4.0,0,44,0,-,-,11.00,-,0,0,South Africa
RAS Lakmal ,Sri Lanka,1,1,4.0,0,28,0,-,-,7.00,-,0,0,New Zealand
RAS Lakmal ,Sri Lanka,1,1,6.0,0,47,0,-,-,7.83,-,0,0,South Africa
D Lakshan ,Sri Lanka,1,1,2.0,0,12,0,-,-,6.00,-,0,0,England
LS Livingstone ,England,2,1,3.0,0,17,0,-,-,5.66,-,0,0,Sri Lanka
NM Lyon ,Australia,2,2,14.0,0,92,0,-,-,6.57,-,0,0,England
AM McCarthy ,West Indies,2,1,2.0,0,10,0,-,-,5.00,-,0,0,Bangladesh
D Madushanka ,Sri Lanka,1,1,5.0,0,37,0,-,-,7.40,-,0,0,England
Mahedi Hasan ,Bangladesh,1,1,9.0,0,38,0,-,-,4.22,-,0,0,Australia
S Mahmood ,England,1,1,9.0,0,41,0,-,-,4.55,-,0,0,Bangladesh
Mahmudullah ,Bangladesh,8,2,7.5,0,46,0,-,-,5.87,-,0,0,New Zealand
Mahmudullah ,Bangladesh,7,3,4.1,0,27,0,-,-,6.48,-,0,0,Sri Lanka
Mahmudullah ,Bangladesh,10,1,2.0,0,11,0,-,-,5.50,-,0,0,West Indies
